feature	r2_score	cell_count_coef	DMSO_coef	drug_x_coef
Cytoplasm_AreaShape_Zernike_6_6	0.001074785065104833	-0.00010132025597997528	0.023967623651376384	-0.02396762365137638
Cytoplasm_AreaShape_Zernike_7_1	0.022594528705218497	0.0002851299263607564	0.141078998867145	-0.14107899886714498
Cytoplasm_AreaShape_Zernike_7_3	0.006683612116647919	5.851907519953175e-05	0.08530532092100503	-0.08530532092100501
Cytoplasm_AreaShape_Zernike_7_5	0.0015050757057386566	6.656293674972394e-05	0.03744573117295878	-0.037445731172958775
Cytoplasm_AreaShape_Zernike_8_0	0.006996212042258421	0.0001914977157888243	0.07489786858659774	-0.07489786858659772
Cytoplasm_AreaShape_Zernike_8_2	0.010438387376780378	0.0001547147736323483	0.10071200200692915	-0.10071200200692913
Cytoplasm_AreaShape_Zernike_8_4	0.0026725111013174985	2.619212652172933e-06	0.05469323351204765	-0.05469323351204764
Cytoplasm_AreaShape_Zernike_8_6	0.0042693341578062816	-0.00021722833065592018	-0.04175512051640344	0.041755120516403434
Cytoplasm_AreaShape_Zernike_9_1	0.006510948001391403	0.00011738103820503373	0.07998681284738589	-0.07998681284738587
Cytoplasm_AreaShape_Zernike_9_3	0.0033523358684984794	3.87216654620304e-05	0.06006585173548072	-0.06006585173548072
Cytoplasm_AreaShape_Zernike_9_5	0.0009930787513472428	-5.672901479492811e-05	0.030228454245542866	-0.03022845424554286
Cytoplasm_Correlation_Correlation_Hoechst_PM	0.03714019800141244	-0.0002481044368493283	-0.19837087956679694	0.1983708795667969
Cytoplasm_Correlation_RWC_Hoechst_ER	0.0048273796865924146	-6.092747795875952e-05	-0.07233554423658771	0.07233554423658771
Cytoplasm_Correlation_RWC_Hoechst_Mitochondria	0.01260788116338829	0.0004821147473062053	-0.02388380553759719	0.023883805537597187
Cytoplasm_Correlation_RWC_Hoechst_PM	0.0314837568855022	0.0003037131126962848	-0.18276275565597733	0.1827627556559773
Cytoplasm_Correlation_RWC_PM_ER	0.003734685021366535	-0.0002491484062334042	0.019653974262285826	-0.019653974262285823
Cytoplasm_Correlation_RWC_PM_Mitochondria	0.026103090744255097	0.0007111679750758702	0.002495765786874487	-0.0024957657868744866
Cytoplasm_Granularity_1_ER	5.6523336930514034e-05	-2.8087380474406613e-05	-0.006116546503719782	0.006116546503719781
Cytoplasm_Granularity_1_Hoechst	0.0012421493469896294	0.00014707407178743355	0.0007634421196524336	-0.0007634421196524335
Cytoplasm_Granularity_1_Mitochondria	0.004040199221855834	9.025340035212239e-05	0.06326867748188099	-0.06326867748188097
Cytoplasm_Granularity_1_PM	0.023757915575499555	0.0001525222862948025	0.1555969970392612	-0.1555969970392612
Cytoplasm_Intensity_IntegratedIntensityEdge_Hoechst	0.04231982575048976	5.2440616538828345e-05	0.22247378595764128	-0.22247378595764125
Cytoplasm_Intensity_IntegratedIntensity_Actin	0.15890420364831592	0.0008761077074645614	0.40295366987712555	-0.4029536698771255
Cytoplasm_Intensity_IntegratedIntensity_ER	0.137356585025608	0.0001310255407296531	0.4209441220412643	-0.4209441220412642
Cytoplasm_Intensity_IntegratedIntensity_Hoechst	0.03157593077448273	-0.00025351292987803303	0.18017460905675037	-0.1801746090567503
Cytoplasm_Intensity_IntegratedIntensity_Mitochondria	0.08941091385217037	0.0002633726457155729	0.31965813342812116	-0.3196581334281211
Cytoplasm_Intensity_LowerQuartileIntensity_Actin	0.3634611463834636	0.001532321934182723	0.5357411992482123	-0.5357411992482123
Cytoplasm_Intensity_LowerQuartileIntensity_ER	0.16382293934096137	0.0003669769160646647	0.4133829700142242	-0.4133829700142241
Cytoplasm_Intensity_LowerQuartileIntensity_Hoechst	0.017744595128554086	4.3212717213624705e-05	0.13493992990466402	-0.134939929904664
Cytoplasm_Intensity_LowerQuartileIntensity_Mitochondria	0.17926916146802785	0.0008010793168007299	0.37252365687040956	-0.3725236568704095
Cytoplasm_Intensity_MADIntensity_ER	0.29309769372631234	0.0003095841103691613	0.5753798112324355	-0.5753798112324354
Cytoplasm_Intensity_MADIntensity_Hoechst	0.040817056190290746	0.00017606623674643222	0.19394529219702478	-0.19394529219702475
Cytoplasm_Intensity_MADIntensity_Mitochondria	0.17900818414817155	0.000530807462835701	0.396875550902979	-0.39687555090297894
Cytoplasm_Intensity_MADIntensity_PM	0.15979059146023578	0.00020550677001899217	0.4057473365843032	-0.4057473365843031
Cytoplasm_Intensity_MassDisplacement_Hoechst	0.012644069066087615	-0.0003842422037223047	-0.06185040768879667	0.061850407688796655
Cytoplasm_Intensity_MassDisplacement_PM	0.01256029391242619	-0.00047541000966327143	0.007320879714174224	-0.007320879714174223
Cytoplasm_Intensity_MaxIntensity_ER	0.2163672772290426	5.953152855076289e-05	0.4922476404987478	-0.49224764049874775
Cytoplasm_Intensity_MaxIntensity_Hoechst	0.019165444623304606	-0.00041082311002303413	0.07912055204776136	-0.07912055204776135
Cytoplasm_Intensity_MaxIntensity_Mitochondria	0.1237448711801501	0.00022080615633264538	0.3722098796151043	-0.37220987961510427
Cytoplasm_Intensity_MaxIntensity_PM	0.09263019007317519	-0.000275929089036443	0.31582868165005995	-0.3158286816500599
Cytoplasm_Intensity_StdIntensityEdge_Hoechst	0.017843841926513337	-0.00030667284209733275	0.0897345803581121	-0.08973458035811209
Cytoplasm_Intensity_StdIntensity_Hoechst	0.007305518508755826	-8.234669774028439e-05	0.06996973748415622	-0.06996973748415622
Cytoplasm_Intensity_StdIntensity_Mitochondria	0.1231555520814076	0.00023266050973152344	0.352195064247449	-0.35219506424744895
Cytoplasm_Intensity_StdIntensity_PM	0.10464904274823583	-0.00010656490812259807	0.3294054279183959	-0.32940542791839583
Cytoplasm_RadialDistribution_FracAtD_Hoechst_1of4	0.011820101869024935	-2.488135415682491e-05	0.10346539032019875	-0.10346539032019873
Cytoplasm_RadialDistribution_FracAtD_Hoechst_2of4	0.01557786126980909	-1.669371900306903e-05	0.12418106264987727	-0.12418106264987726
Cytoplasm_RadialDistribution_FracAtD_Hoechst_3of4	0.02128969782791601	-2.9366628244369697e-05	0.15474817035677305	-0.15474817035677302
Cytoplasm_RadialDistribution_FracAtD_Hoechst_4of4	0.02075548606617783	2.6938860919119877e-05	-0.15046757817161255	0.15046757817161255
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_1of4	0.005669322608941818	-0.00019572154317980346	0.0522436734417773	-0.052243673441777286
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_2of4	0.00949787122507395	-0.0002405798921613573	0.07193466417359695	-0.07193466417359694
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_3of4	0.017100138201602944	-0.0002865271696939107	0.11054955612266634	-0.11054955612266631
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_4of4	0.005820908484352905	0.00025040565840683587	-0.0375863171855523	0.03758631718555229
Cytoplasm_RadialDistribution_MeanFrac_PM_3of4	0.004203615533042826	-0.00026661651165018957	0.012496960541073295	-0.012496960541073293
Cytoplasm_RadialDistribution_MeanFrac_PM_4of4	0.0013990472031449874	0.00015404328510536553	-0.003244365135853932	0.0032443651358539313
Cytoplasm_RadialDistribution_RadialCV_Actin_2of4	0.00809675151270417	0.0001653586691270306	-0.08777372077075977	0.08777372077075976
Cytoplasm_RadialDistribution_RadialCV_Actin_3of4	0.0024556188371608334	0.00010734283882649266	-0.04699178077452093	0.04699178077452092
Cytoplasm_RadialDistribution_RadialCV_Actin_4of4	0.01468735670521093	0.0002802667024804415	0.10618817897972302	-0.106188178979723
Cytoplasm_RadialDistribution_RadialCV_ER_2of4	0.0008522224883387164	-0.00010836346819608304	-0.013668723253924181	0.013668723253924178
Cytoplasm_RadialDistribution_RadialCV_ER_3of4	0.012520282174474207	-0.0003490055125780461	-0.07752456795625674	0.07752456795625673
Cytoplasm_RadialDistribution_RadialCV_ER_4of4	0.030483169587814607	-0.0006024325778286505	-0.10065870519446724	0.10065870519446722
Cytoplasm_RadialDistribution_RadialCV_Hoechst_2of4	0.010132001485072428	-3.848041750027448e-05	0.09618812111176125	-0.09618812111176123
Cytoplasm_RadialDistribution_RadialCV_Hoechst_3of4	0.006451150311260978	-0.00016598601334222987	0.0632608278744316	-0.06326082787443159
Cytoplasm_RadialDistribution_RadialCV_Hoechst_4of4	0.01613784495539705	-6.572682597912341e-05	-0.12876690993784295	0.12876690993784293
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_2of4	0.05448551896361986	-0.0009084301673367389	-0.08936846753087346	0.08936846753087344
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_3of4	0.08829966350540808	-0.0011774958291893307	-0.10496568846455726	0.10496568846455723
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_4of4	0.07612910482161217	-0.0011548353485161997	-0.04160783022503156	0.041607830225031554
Cytoplasm_RadialDistribution_RadialCV_PM_2of4	0.004079899456767233	-0.00024920228294235435	0.02757134179155045	-0.027571341791550442
Cytoplasm_RadialDistribution_RadialCV_PM_3of4	0.011743432653044228	-0.00045339114128427154	-0.004470476705880841	0.00447047670588084
Cytoplasm_RadialDistribution_RadialCV_PM_4of4	0.013950731524056681	-0.00046724312483322763	-0.04102245594680281	0.041022455946802795
Cytoplasm_Texture_AngularSecondMoment_ER_3_00_256	0.3227834369848762	-0.0006829321816256621	-0.620959746114499	0.6209597461144989
Cytoplasm_Texture_AngularSecondMoment_ER_3_01_256	0.29273982149049893	-0.0006130283458869413	-0.5884123785853868	0.5884123785853866
Cytoplasm_Texture_AngularSecondMoment_ER_3_02_256	0.32800068016542827	-0.0007014411036249066	-0.6211766846638163	0.6211766846638163
Cytoplasm_Texture_AngularSecondMoment_ER_3_03_256	0.2860458604881263	-0.0006124195784247747	-0.5861440221337588	0.5861440221337587
Cytoplasm_Texture_AngularSecondMoment_Hoechst_3_01_256	0.14911452027444294	-0.0003329376460546464	-0.4034109275757427	0.4034109275757426
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_00_256	0.20407192775182592	-0.001094033393145541	-0.4051924642736474	0.40519246427364736
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_01_256	0.16755390505802414	-0.0010002893143441394	-0.37116899474016973	0.3711689947401697
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_02_256	0.1991472691673104	-0.0011110073100171105	-0.39839483565767575	0.3983948356576757
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_03_256	0.16111952925666329	-0.0009699472776344795	-0.36679541375600255	0.3667954137560025
Cytoplasm_Texture_AngularSecondMoment_PM_3_01_256	0.2570695263711178	-0.0006555424234306815	-0.5385829763573681	0.5385829763573681
Cytoplasm_Texture_Contrast_Actin_3_00_256	0.2035315705159304	0.0012475529252378677	0.39409696933229443	-0.3940969693322944
Cytoplasm_Texture_Contrast_ER_3_00_256	0.15634775702306147	1.178973607251443e-05	0.3940180426094745	-0.39401804260947443
Cytoplasm_Texture_Contrast_ER_3_01_256	0.12988786900454252	-4.870536991236267e-07	0.37412676678444	-0.37412676678443996
Cytoplasm_Texture_Contrast_ER_3_02_256	0.15781826359084716	6.328012625124011e-05	0.39805298254106636	-0.3980529825410663
Cytoplasm_Texture_Contrast_ER_3_03_256	0.1431663744669861	5.236407575846626e-05	0.36342101580181707	-0.363421015801817
Cytoplasm_Texture_Contrast_Hoechst_3_00_256	0.004994137852446512	-0.0002464994508753636	0.0013555774869923151	-0.001355577486992315
Cytoplasm_Texture_Contrast_Hoechst_3_01_256	0.0042790493252956585	-0.00023541563507517216	0.0015404216559335685	-0.0015404216559335682
Cytoplasm_Texture_Contrast_Hoechst_3_02_256	0.003364139015426426	-0.00019921103464832628	-0.0033524159985830896	0.0033524159985830887
Cytoplasm_Texture_Contrast_Hoechst_3_03_256	0.0029595840897879144	-0.00018843773158207672	-0.0038859699741860317	0.0038859699741860313
Cytoplasm_Texture_Contrast_Mitochondria_3_00_256	0.03908201870492922	0.00020875503212080575	0.20146298082544395	-0.20146298082544392
Cytoplasm_Texture_Contrast_Mitochondria_3_01_256	0.0346016693841773	0.0001944565448203055	0.19383385605847125	-0.19383385605847123
Cytoplasm_Texture_Contrast_Mitochondria_3_02_256	0.03840321201810737	0.0001997268525555565	0.19705130922399477	-0.19705130922399475
Cytoplasm_Texture_Contrast_Mitochondria_3_03_256	0.03544765551081441	0.00017635942286701195	0.19032225131388447	-0.19032225131388444
Cytoplasm_Texture_Contrast_PM_3_00_256	0.0467623494845657	-4.957536232356465e-05	0.20659114679822627	-0.20659114679822624
Cytoplasm_Texture_Contrast_PM_3_01_256	0.037273728257888994	-6.338481865493795e-05	0.18843724552430519	-0.18843724552430516
Cytoplasm_Texture_Contrast_PM_3_02_256	0.03473879661842527	-6.068938614801812e-06	0.18874586135430055	-0.18874586135430052
Cytoplasm_Texture_Contrast_PM_3_03_256	0.0325880631433465	-4.6077570398407014e-05	0.1795341012074962	-0.17953410120749613
Cytoplasm_Texture_Correlation_Actin_3_00_256	0.12616738013169748	0.0009906583531609314	0.2869043376117734	-0.28690433761177336
Cytoplasm_Texture_Correlation_Actin_3_01_256	0.08761114760125888	0.0006125918866052598	0.28014904895342146	-0.2801490489534214
Cytoplasm_Texture_Correlation_Actin_3_02_256	0.1337499307759452	0.0009534627077442413	0.3122724004253796	-0.31227240042537957
Cytoplasm_Texture_Correlation_Actin_3_03_256	0.08372985449477821	0.0006582712095830332	0.2657865435635249	-0.2657865435635248
Cytoplasm_Texture_Correlation_ER_3_00_256	0.01907525460152848	-0.0003127150681215068	0.13064206997472855	-0.13064206997472852
Cytoplasm_Texture_Correlation_ER_3_01_256	0.018001037024047317	-0.0003458202355187003	0.11721794913128944	-0.11721794913128943
Cytoplasm_Texture_Correlation_ER_3_02_256	0.020539280840049412	-0.00037492519033304204	0.12769806457596566	-0.12769806457596564
Cytoplasm_Texture_Correlation_ER_3_03_256	0.014473542383510063	-0.00032988388349954615	0.10200718981030649	-0.10200718981030646
Cytoplasm_Texture_Correlation_Hoechst_3_00_256	0.00740437764534474	3.854468953799673e-05	0.09247911250502194	-0.09247911250502193
Cytoplasm_Texture_Correlation_Hoechst_3_01_256	0.021755195781156256	9.776713970601566e-05	0.15482773682210849	-0.15482773682210846
Cytoplasm_Texture_Correlation_Hoechst_3_02_256	0.007639885335937846	1.4437292983716489e-05	0.09522306411001918	-0.09522306411001917
Cytoplasm_Texture_Correlation_Hoechst_3_03_256	0.01955957366733585	8.670108381660057e-05	0.1476125003540448	-0.14761250035404477
Cytoplasm_Texture_Correlation_Mitochondria_3_00_256	0.020191994126991575	-0.00020310785634243555	0.147882529170383	-0.14788252917038297
Cytoplasm_Texture_Correlation_Mitochondria_3_01_256	0.018293351256019164	-0.0002228413684838769	0.13770170158039602	-0.137701701580396
Cytoplasm_Texture_Correlation_Mitochondria_3_02_256	0.01990841659777065	-0.00028296910225868356	0.13962821198397415	-0.13962821198397415
Cytoplasm_Texture_Correlation_Mitochondria_3_03_256	0.015522952801239942	-0.0001866432120748122	0.12805279166512507	-0.12805279166512504
Cytoplasm_Texture_Correlation_PM_3_00_256	0.007821741062053467	-0.0002764194904244056	0.06869336212693009	-0.06869336212693007
Cytoplasm_Texture_Correlation_PM_3_01_256	0.0055408370879239666	-0.0002535363930280392	0.05034355196190948	-0.05034355196190947
Cytoplasm_Texture_Correlation_PM_3_02_256	0.008490829194045202	-0.00031599887868722715	0.06446104288749568	-0.06446104288749567
Cytoplasm_Texture_Correlation_PM_3_03_256	0.006011312393726653	-0.00026536601318873993	0.050401419202646305	-0.0504014192026463
Cytoplasm_Texture_DifferenceEntropy_ER_3_00_256	0.3744228933696745	0.0004159541079747128	0.6580766305755458	-0.6580766305755457
Cytoplasm_Texture_DifferenceEntropy_Hoechst_3_02_256	0.02454869875641985	9.063145306800251e-05	0.15546481316674265	-0.15546481316674265
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_00_256	0.1666581861183154	0.00041285474261952744	0.406541710533563	-0.40654171053356297
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_01_256	0.15536109058618142	0.00037702841747978995	0.3960562452803499	-0.39605624528034983
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_02_256	0.16855664334070153	0.0004766826511779472	0.4042240870225653	-0.40422408702256524
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_03_256	0.15578558572350354	0.00035747730315264603	0.3959800855206399	-0.39598008552063985
Cytoplasm_Texture_DifferenceEntropy_PM_3_00_256	0.1670359101459803	8.461340487867326e-05	0.42073840966668796	-0.4207384096666879
Cytoplasm_Texture_DifferenceEntropy_PM_3_02_256	0.1747578792476987	0.00017208191954006012	0.4270186897381263	-0.42701868973812623
Cytoplasm_Texture_DifferenceEntropy_PM_3_03_256	0.15728255447913975	6.766563488753971e-05	0.40513614545162036	-0.4051361454516203
Cytoplasm_Texture_DifferenceVariance_Actin_3_01_256	0.4241477539803208	-0.0023521528172957837	-0.3556444837518209	0.3556444837518208
Cytoplasm_Texture_DifferenceVariance_ER_3_01_256	0.31183679876967907	-0.00039455513565911203	-0.6274932544209378	0.6274932544209377
Cytoplasm_Texture_DifferenceVariance_ER_3_03_256	0.3074747567110081	-0.0003711543162986931	-0.6307634578671956	0.6307634578671955
Cytoplasm_Texture_DifferenceVariance_Hoechst_3_02_256	0.05226128732854718	0.00025171925025252017	-0.23471061966420526	0.2347106196642052
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_00_256	0.14417490649199782	-0.0003222321637275544	-0.40921937335196634	0.40921937335196623
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_01_256	0.12653291746737372	-0.0002885013587904439	-0.3860103225647715	0.38601032256477147
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_02_256	0.14443431941432272	-0.0003522724541652206	-0.40962687303172174	0.4096268730317217
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_03_256	0.1265848078600713	-0.00026534340697535595	-0.388527249377853	0.38852724937785293
Cytoplasm_Texture_DifferenceVariance_PM_3_03_256	0.20878405447657156	0.00014846593443970416	-0.5011042307626886	0.5011042307626886
Cytoplasm_Texture_InfoMeas1_ER_3_00_256	0.06377332131907254	0.0008122562926123661	0.1727958644246957	-0.17279586442469566
Cytoplasm_Texture_InfoMeas1_ER_3_01_256	0.0528512746168458	0.0008146494828939066	0.13023792753578914	-0.1302379275357891
Cytoplasm_Texture_InfoMeas1_ER_3_02_256	0.08385348403422355	0.000984002727409247	0.18048911446469867	-0.18048911446469865
Cytoplasm_Texture_InfoMeas1_ER_3_03_256	0.05870669336345735	0.0007892566631809295	0.16225696340183213	-0.1622569634018321
Cytoplasm_Texture_InfoMeas1_Hoechst_3_00_256	0.007559956841837967	0.00035484377676444663	0.025385884781467125	-0.02538588478146712
Cytoplasm_Texture_InfoMeas1_Hoechst_3_01_256	0.019952795325601458	0.0002513985779946745	-0.13908286655281052	0.13908286655281052
Cytoplasm_Texture_InfoMeas1_Hoechst_3_02_256	0.009574071661344608	0.00040935135031254266	0.019965617250517667	-0.019965617250517664
Cytoplasm_Texture_InfoMeas1_Hoechst_3_03_256	0.018030242310755118	0.0002535012046944806	-0.12987646220479554	0.1298764622047955
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_00_256	0.018282083848897956	0.0005526282593159269	-0.041827689641537484	0.04182768964153748
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_01_256	0.017006315122594096	0.00049828216016519	-0.06043356844240877	0.06043356844240876
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_02_256	0.027768275793899067	0.0006988920453860476	-0.024316526952250526	0.024316526952250523
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_03_256	0.014551673884212746	0.0004799499708617465	-0.0418572789412516	0.041857278941251595
Cytoplasm_Texture_InfoMeas1_PM_3_00_256	0.03582198852737617	0.0005945368092443189	0.13294107898330818	-0.13294107898330815
Cytoplasm_Texture_InfoMeas1_PM_3_01_256	0.03130415323529945	0.0005479472528804153	0.1271274495557706	-0.1271274495557706
Cytoplasm_Texture_InfoMeas1_PM_3_02_256	0.051637129004248994	0.0007482993740222338	0.15194464796604407	-0.15194464796604404
Cytoplasm_Texture_InfoMeas1_PM_3_03_256	0.03610010114736817	0.0006039893486302517	0.13154367791140809	-0.13154367791140806
Cytoplasm_Texture_InfoMeas2_ER_3_00_256	0.049445479349119026	-0.0002594148921730504	0.24175528798294443	-0.24175528798294443
Cytoplasm_Texture_InfoMeas2_ER_3_01_256	0.061820334881869776	-0.000340681803262494	0.2641075244235771	-0.2641075244235771
Cytoplasm_Texture_InfoMeas2_ER_3_02_256	0.05179532611810689	-0.0003300040102448762	0.23851653645814946	-0.2385165364581494
Cytoplasm_Texture_InfoMeas2_ER_3_03_256	0.053059412962549346	-0.0003216022303383638	0.24295633598863386	-0.24295633598863384
Cytoplasm_Texture_InfoMeas2_Hoechst_3_00_256	0.09285636471103187	-6.2232257643379075e-06	0.3217605162316911	-0.32176051623169105
Cytoplasm_Texture_InfoMeas2_Hoechst_3_01_256	0.11734339081474154	-1.2758273649940958e-05	0.36767290621924176	-0.3676729062192417
Cytoplasm_Texture_InfoMeas2_Hoechst_3_02_256	0.09156518188850371	-3.314190199602278e-05	0.3216604490760058	-0.32166044907600577
Cytoplasm_Texture_InfoMeas2_Hoechst_3_03_256	0.11505963800711294	3.3211078588416405e-06	0.36335418391096663	-0.3633541839109666
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_00_256	0.04722945650231969	-1.5709748873089677e-05	0.2464071185889235	-0.24640711858892345
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_01_256	0.06046682272464998	-4.377304568867994e-05	0.27663159711801405	-0.276631597118014
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_02_256	0.04377319138586111	-0.00010542710884975417	0.23511634073820586	-0.23511634073820586
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_03_256	0.05475466069666668	-2.075172840626668e-05	0.26255394602648185	-0.26255394602648185
Cytoplasm_Texture_InfoMeas2_PM_3_00_256	0.02841009584280496	-0.00024974303556826597	0.1805165994353357	-0.18051659943533568
Cytoplasm_Texture_InfoMeas2_PM_3_01_256	0.029252387594631335	-0.00026001752447078616	0.18189713053222456	-0.18189713053222453
Cytoplasm_Texture_InfoMeas2_PM_3_02_256	0.026329454755589232	-0.00029254794906842524	0.16964303125809796	-0.16964303125809793
Cytoplasm_Texture_InfoMeas2_PM_3_03_256	0.02853137364538283	-0.00029030963054324494	0.1752009603574862	-0.17520096035748617
Cytoplasm_Texture_InverseDifferenceMoment_Actin_3_02_256	0.4485035093975638	-0.0021211009709959632	-0.44775925437063147	0.44775925437063135
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_00_256	0.41870372810054624	-0.0005471928316667858	-0.6891597123863983	0.6891597123863982
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_01_256	0.4158239553812525	-0.0005538647645713152	-0.6900454647841879	0.6900454647841878
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_02_256	0.43243822325990056	-0.0006369150673994359	-0.6954461412871396	0.6954461412871394
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_03_256	0.42412488481265465	-0.0005678933435995382	-0.6900075659078686	0.6900075659078685
Cytoplasm_Texture_InverseDifferenceMoment_Hoechst_3_02_256	0.01598309616748017	-0.00014493358293952863	-0.1285073967496422	0.12850739674964218
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_00_256	0.2343862101918005	-0.0007348843452794094	-0.45605718438879583	0.4560571843887958
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_01_256	0.23180281728581742	-0.0007468011681000739	-0.45452938832527234	0.4545293883252723
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_02_256	0.23866088487826465	-0.0008299770402985012	-0.4503161405491861	0.45031614054918606
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_03_256	0.2307741245232161	-0.0007250054738080834	-0.45153017122044425	0.45153017122044414
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_00_256	0.19635783816420205	-0.0002727574803010661	-0.4472445981199794	0.44724459811997935
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_01_256	0.19882746471658863	-0.0002806741090905974	-0.45054568118287974	0.45054568118287963
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_02_256	0.20460030840085597	-0.00038266885243107203	-0.4491241541546054	0.4491241541546053
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_03_256	0.19568274426428156	-0.0003044636050895324	-0.44112429807240117	0.4411242980724011
Cytoplasm_Texture_SumEntropy_ER_3_01_256	0.31080855340791624	0.00033642242894013863	0.6098781123182011	-0.609878112318201
Cytoplasm_Texture_SumEntropy_PM_3_01_256	0.20589863560635535	0.00021871324239057508	0.47868708796893455	-0.47868708796893444
Cytoplasm_Texture_SumVariance_ER_3_01_256	0.12941349822524473	-6.778445585285122e-05	0.3639033894295396	-0.36390338942953954
Cytoplasm_Texture_SumVariance_Hoechst_3_00_256	0.0031797160240658595	-0.0001857315203915298	0.010616723516957045	-0.010616723516957043
Cytoplasm_Texture_SumVariance_Mitochondria_3_03_256	0.03351434562463673	0.00015961101285513613	0.1782902901094523	-0.17829029010945227
