feature	r2_score	cell_count_coef	DMSO_coef	TGFRi_coef
Cytoplasm_AreaShape_Zernike_6_2	0.0034361435341242474	0.0002570671650850955	0.006975540167192018	-0.006975540167192017
Cytoplasm_AreaShape_Zernike_6_4	0.0008216975757766587	-8.934880727072836e-05	-0.02374791157850109	0.02374791157850109
Cytoplasm_AreaShape_Zernike_6_6	0.0026758315346748773	9.83288379329932e-05	-0.04556485673316668	0.04556485673316668
Cytoplasm_AreaShape_Zernike_7_1	0.005254264917547102	0.0003153715580781332	0.017268887893754373	-0.017268887893754373
Cytoplasm_AreaShape_Zernike_7_3	0.002102666755295135	0.00018568263001487098	-0.01028405506591393	0.01028405506591393
Cytoplasm_AreaShape_Zernike_7_5	0.0014913666055699215	0.00015348637954686026	-0.009582014810289554	0.009582014810289554
Cytoplasm_AreaShape_Zernike_8_0	0.0027177289224185053	0.00021420319972964948	0.02684216750204428	-0.026842167502044285
Cytoplasm_AreaShape_Zernike_8_2	0.0017937143081080409	0.0001824373039590927	0.0012934398367141474	-0.0012934398367141474
Cytoplasm_AreaShape_Zernike_8_4	0.00021337237338436843	6.285285163091412e-05	0.00027694274643460474	-0.0002769427464346048
Cytoplasm_AreaShape_Zernike_8_6	0.0014418992343636639	-9.96809821315512e-05	-0.03467395569601086	0.03467395569601086
Cytoplasm_AreaShape_Zernike_9_1	0.0019010873539782036	0.0001744674747359403	-0.011199854963564907	0.011199854963564907
Cytoplasm_AreaShape_Zernike_9_3	0.0026037665227786055	0.00017060640825089832	-0.027693692609012784	0.02769369260901278
Cytoplasm_AreaShape_Zernike_9_5	0.002286910155996913	0.00011803173216450832	-0.03684567163227298	0.03684567163227298
Cytoplasm_Correlation_Correlation_Hoechst_PM	0.009836338949348211	-0.0003208376241016767	-0.08222040538128693	0.08222040538128693
Cytoplasm_Correlation_RWC_Hoechst_ER	0.0028128438225331065	-4.059515044167278e-05	-0.054949004273859584	0.05494900427385958
Cytoplasm_Correlation_RWC_Hoechst_Mitochondria	0.014477171919313636	0.00040649239934886994	-0.06069848053263914	0.06069848053263915
Cytoplasm_Correlation_RWC_Hoechst_PM	0.006330264175034905	0.00015003884879965357	-0.07111590294329695	0.07111590294329695
Cytoplasm_Correlation_RWC_PM_ER	0.0014407207118501963	-3.300591945181782e-05	-0.038234449282447604	0.038234449282447604
Cytoplasm_Correlation_RWC_PM_Mitochondria	0.018213214484587015	0.000500641951844539	-0.04794935096826618	0.04794935096826618
Cytoplasm_Granularity_1_ER	5.873017939739267e-05	-2.7222571222565774e-05	-0.00719740109255426	0.00719740109255426
Cytoplasm_Granularity_1_Hoechst	0.04200703692469132	0.0002484717394671835	0.21326423089030955	-0.21326423089030955
Cytoplasm_Granularity_1_Mitochondria	0.008447719397706388	0.0003604623572786129	0.06723210081951951	-0.06723210081951951
Cytoplasm_Granularity_1_PM	0.015437191716245469	0.0005710899665455	0.02034344134693672	-0.02034344134693672
Cytoplasm_Intensity_IntegratedIntensityEdge_Hoechst	0.010515700859575872	0.0002982633314479075	-0.07930523435662161	0.07930523435662161
Cytoplasm_Intensity_IntegratedIntensity_Actin	0.14405366714901802	0.0010456206319866663	0.376456287275299	-0.376456287275299
Cytoplasm_Intensity_IntegratedIntensity_ER	0.046335512236226895	0.000276529748289912	0.2392677865589794	-0.2392677865589794
Cytoplasm_Intensity_IntegratedIntensity_Hoechst	0.0011998805963410186	-7.3802027928376e-05	0.03159930969645869	-0.031599309696458695
Cytoplasm_Intensity_IntegratedIntensity_Mitochondria	0.04926611709101236	0.0007274057035211507	0.1979481200636975	-0.1979481200636975
Cytoplasm_Intensity_LowerQuartileIntensity_Actin	0.2711236214813555	0.0020220003573978894	0.34872186417381806	-0.3487218641738181
Cytoplasm_Intensity_LowerQuartileIntensity_ER	0.021989337543315335	0.0006419476491251236	0.06939536483652471	-0.06939536483652471
Cytoplasm_Intensity_LowerQuartileIntensity_Hoechst	5.733516823203111e-06	-9.303707098282483e-06	0.0009696959886024855	-0.0009696959886024855
Cytoplasm_Intensity_LowerQuartileIntensity_Mitochondria	0.11076220029498651	0.0015118556847419527	0.0592482701209191	-0.05924827012091909
Cytoplasm_Intensity_MADIntensity_ER	0.018479528559543268	0.00038032086974830513	0.11797425533767333	-0.11797425533767333
Cytoplasm_Intensity_MADIntensity_Hoechst	0.006455746590406819	0.00020980896547912524	-0.060094782600837504	0.06009478260083751
Cytoplasm_Intensity_MADIntensity_Mitochondria	0.10202516812014972	0.001387721717453107	-0.0025289648877441636	0.0025289648877441636
Cytoplasm_Intensity_MADIntensity_PM	0.01785396052519095	0.0005259294162106526	-0.04301379142840493	0.04301379142840493
Cytoplasm_Intensity_MassDisplacement_Hoechst	0.010662728674281086	-0.00039290031070702994	-0.0640146167477104	0.0640146167477104
Cytoplasm_Intensity_MassDisplacement_PM	0.01251315597221847	-0.0003832675622512004	0.05856149158604075	-0.05856149158604075
Cytoplasm_Intensity_MaxIntensity_ER	0.003698237662836612	9.097650371678968e-05	0.06104982363887411	-0.061049823638874116
Cytoplasm_Intensity_MaxIntensity_Hoechst	0.06190564942961063	-0.00026694149624975844	-0.27208448279606307	0.2720844827960631
Cytoplasm_Intensity_MaxIntensity_Mitochondria	0.06298286112563167	0.0010518465325945804	0.09736865613651055	-0.09736865613651055
Cytoplasm_Intensity_MaxIntensity_PM	0.00389246894525741	0.00019312476472809528	-0.039090577703023675	0.039090577703023675
Cytoplasm_Intensity_StdIntensityEdge_Hoechst	0.12188837694311572	-4.249958246820911e-05	-0.3891715893509915	0.3891715893509915
Cytoplasm_Intensity_StdIntensity_Hoechst	0.08092724371353155	-5.07252548981398e-05	-0.31590425336689026	0.31590425336689026
Cytoplasm_Intensity_StdIntensity_Mitochondria	0.06371325963655661	0.0010871524176787714	0.0072352909660591165	-0.007235290966059116
Cytoplasm_Intensity_StdIntensity_PM	0.01209015703538896	0.0002855069685942698	-0.08300778266402033	0.08300778266402033
Cytoplasm_RadialDistribution_FracAtD_Hoechst_1of4	0.002439249144037925	4.111260758325917e-06	0.05380431879930575	-0.05380431879930574
Cytoplasm_RadialDistribution_FracAtD_Hoechst_2of4	0.003861419117608622	6.604790678944361e-05	0.06699948202477027	-0.06699948202477028
Cytoplasm_RadialDistribution_FracAtD_Hoechst_3of4	0.0060982020411559645	0.00011479660374008052	0.08175870697976047	-0.08175870697976047
Cytoplasm_RadialDistribution_FracAtD_Hoechst_4of4	0.0056606965608816395	-9.572214056512942e-05	-0.07984524047884878	0.07984524047884878
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_1of4	0.008663846252478846	-0.00025264431294174034	0.06874666926353662	-0.06874666926353662
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_2of4	0.013370779446303382	-0.0002700552930107125	0.09351133489822475	-0.09351133489822475
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_3of4	0.01972624181732774	-0.00026908581895142964	0.12268949284146882	-0.12268949284146882
Cytoplasm_RadialDistribution_MeanFrac_Hoechst_4of4	0.019300434393125343	0.0003444763190211103	-0.11174297301455371	0.11174297301455373
Cytoplasm_RadialDistribution_MeanFrac_PM_3of4	0.003510296832523463	-0.0002560839241060306	-0.004971377558699162	0.004971377558699163
Cytoplasm_RadialDistribution_MeanFrac_PM_4of4	0.0020868925678815264	0.0001897193021137857	-0.010228490622795423	0.010228490622795423
Cytoplasm_RadialDistribution_RadialCV_Actin_2of4	0.0003674320153120858	2.793591328070525e-05	-0.017504062835350997	0.017504062835350997
Cytoplasm_RadialDistribution_RadialCV_Actin_3of4	5.362431591549033e-05	1.1857758256734079e-05	-0.006753798495419152	0.006753798495419151
Cytoplasm_RadialDistribution_RadialCV_Actin_4of4	0.0021234153058010685	0.00019712359364389633	0.020727868264218813	-0.020727868264218813
Cytoplasm_RadialDistribution_RadialCV_ER_2of4	0.000569849217971985	-5.083602848545653e-07	0.025665958565256976	-0.025665958565256976
Cytoplasm_RadialDistribution_RadialCV_ER_3of4	0.0028420212061708305	-0.000230724699345375	-0.013206453863486439	0.013206453863486439
Cytoplasm_RadialDistribution_RadialCV_ER_4of4	0.01929956137918054	-0.000585198583219204	-0.05270947802066575	0.052709478020665744
Cytoplasm_RadialDistribution_RadialCV_Hoechst_2of4	0.00320782224384053	4.3405965533354124e-05	-0.05841784817587495	0.05841784817587495
Cytoplasm_RadialDistribution_RadialCV_Hoechst_3of4	0.0195787984240009	-6.878192897559635e-05	-0.15074961110724838	0.15074961110724838
Cytoplasm_RadialDistribution_RadialCV_Hoechst_4of4	0.051862846293025844	-0.00013433242142297508	-0.24030831386492196	0.24030831386492196
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_2of4	0.01852689220776571	-0.0005283185535606836	-0.07300447082439215	0.07300447082439215
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_3of4	0.03557457529087782	-0.0007002544997832415	-0.11286199432018462	0.11286199432018461
Cytoplasm_RadialDistribution_RadialCV_Mitochondria_4of4	0.041011143807334616	-0.0007988770517640891	-0.10961782992814684	0.10961782992814685
Cytoplasm_RadialDistribution_RadialCV_PM_2of4	0.00011397878632701808	2.0549677374784996e-05	0.011217343366535477	-0.011217343366535477
Cytoplasm_RadialDistribution_RadialCV_PM_3of4	0.0012309993007189046	-0.0001403264893407705	-0.021149742912206355	0.021149742912206355
Cytoplasm_RadialDistribution_RadialCV_PM_4of4	0.006085080770055096	-0.0003338223075984441	-0.0318419127518191	0.0318419127518191
Cytoplasm_Texture_AngularSecondMoment_ER_3_00_256	0.048646459926936614	-0.0006946341435479142	-0.07807823080941362	0.07807823080941362
Cytoplasm_Texture_AngularSecondMoment_ER_3_01_256	0.04121977318435799	-0.0006517872699658213	-0.07440459496291427	0.07440459496291427
Cytoplasm_Texture_AngularSecondMoment_ER_3_02_256	0.04895984398087616	-0.0006952330287553835	-0.07948408185739436	0.07948408185739436
Cytoplasm_Texture_AngularSecondMoment_ER_3_03_256	0.037741839635286656	-0.0006322798824970433	-0.06527933124519368	0.06527933124519368
Cytoplasm_Texture_AngularSecondMoment_Hoechst_3_01_256	0.025517602539005146	-0.000578312549477588	0.04576693625677887	-0.04576693625677887
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_00_256	0.12514150887989806	-0.0013657803584009955	-0.08874296425138742	0.08874296425138743
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_01_256	0.10514742285902734	-0.0012645601510269282	-0.07364734229302454	0.07364734229302454
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_02_256	0.12397188090975741	-0.0013542908943589063	-0.08501384778262595	0.08501384778262595
Cytoplasm_Texture_AngularSecondMoment_Mitochondria_3_03_256	0.0984413773768722	-0.0012233013019454298	-0.06607369714996639	0.06607369714996639
Cytoplasm_Texture_AngularSecondMoment_PM_3_01_256	0.07716314010568048	-0.0009587595813852743	-0.005616761895633673	0.005616761895633673
Cytoplasm_Texture_Contrast_Actin_3_00_256	0.16390098210297976	0.001637606558218717	0.2793505740130185	-0.2793505740130185
Cytoplasm_Texture_Contrast_ER_3_00_256	0.0006018233988672739	-8.451475374733535e-05	0.013896080559680273	-0.013896080559680274
Cytoplasm_Texture_Contrast_ER_3_01_256	0.0006477233040883545	-4.7440228271130134e-05	0.0236226232422996	-0.0236226232422996
Cytoplasm_Texture_Contrast_ER_3_02_256	0.00013178677788006077	3.844660564326409e-05	0.009692549930326347	-0.009692549930326347
Cytoplasm_Texture_Contrast_ER_3_03_256	0.00010971355349309597	-4.437679406915595e-05	-0.005560307952387156	0.005560307952387156
Cytoplasm_Texture_Contrast_Hoechst_3_00_256	0.04482442589581914	-0.00021322195255175165	-0.23568983039807434	0.23568983039807434
Cytoplasm_Texture_Contrast_Hoechst_3_01_256	0.03942827190486298	-0.00018087972254015013	-0.22180852706214071	0.22180852706214071
Cytoplasm_Texture_Contrast_Hoechst_3_02_256	0.043932318296437844	-0.0001432185634366049	-0.23316844942273468	0.2331684494227347
Cytoplasm_Texture_Contrast_Hoechst_3_03_256	0.04667233433086759	-0.00017820955170835893	-0.23835019085717524	0.23835019085717524
Cytoplasm_Texture_Contrast_Mitochondria_3_00_256	0.029439052924304487	0.000795472062265723	0.022615713172391493	-0.022615713172391493
Cytoplasm_Texture_Contrast_Mitochondria_3_01_256	0.029568480680116305	0.000776053660125599	0.020216283887638554	-0.020216283887638554
Cytoplasm_Texture_Contrast_Mitochondria_3_02_256	0.03263989024802649	0.0008235351967831196	0.012469276712481433	-0.012469276712481433
Cytoplasm_Texture_Contrast_Mitochondria_3_03_256	0.030345429545200253	0.0007833049843383492	0.0042057922432781674	-0.0042057922432781674
Cytoplasm_Texture_Contrast_PM_3_00_256	0.006096114146618925	0.00021027123188638506	-0.06164061574279531	0.0616406157427953
Cytoplasm_Texture_Contrast_PM_3_01_256	0.006500878615456673	0.0002145862145598884	-0.063620249197967	0.063620249197967
Cytoplasm_Texture_Contrast_PM_3_02_256	0.007894075539422118	0.00026512838292478026	-0.05755274191485403	0.05755274191485403
Cytoplasm_Texture_Contrast_PM_3_03_256	0.008198557167669929	0.00019907601057840771	-0.07687212285010925	0.07687212285010925
Cytoplasm_Texture_Correlation_Actin_3_00_256	0.07332236361820543	0.0009658326756097978	0.14048600939477598	-0.140486009394776
Cytoplasm_Texture_Correlation_Actin_3_01_256	0.04708979073625463	0.0007702556525911382	0.11951642309627147	-0.11951642309627147
Cytoplasm_Texture_Correlation_Actin_3_02_256	0.07336255441423722	0.0009395214989538999	0.1457986885282179	-0.1457986885282179
Cytoplasm_Texture_Correlation_Actin_3_03_256	0.052463711398498036	0.0007809404951292746	0.14055112828668984	-0.14055112828668984
Cytoplasm_Texture_Correlation_ER_3_00_256	0.0002579762947307884	-5.901148782491102e-05	0.005387080451727187	-0.005387080451727187
Cytoplasm_Texture_Correlation_ER_3_01_256	0.0005997108954369779	-9.188980700427203e-05	0.008402158057640663	-0.008402158057640663
Cytoplasm_Texture_Correlation_ER_3_02_256	0.0005309971430300653	-9.02695007581652e-05	0.004409231014513043	-0.004409231014513043
Cytoplasm_Texture_Correlation_ER_3_03_256	0.0004279877682474842	-5.310409641643725e-05	0.015214791123405388	-0.015214791123405388
Cytoplasm_Texture_Correlation_Hoechst_3_00_256	0.007077232641899078	0.0001740553149270518	-0.07047187386325351	0.07047187386325351
Cytoplasm_Texture_Correlation_Hoechst_3_01_256	0.005312189469478534	0.0002184700964763085	-0.046162182999901824	0.04616218299990183
Cytoplasm_Texture_Correlation_Hoechst_3_02_256	0.008140095255252389	0.0001781166615103415	-0.07681250582103914	0.07681250582103914
Cytoplasm_Texture_Correlation_Hoechst_3_03_256	0.0043414557062673165	0.0001962485738131919	-0.04179139746397562	0.04179139746397562
Cytoplasm_Texture_Correlation_Mitochondria_3_00_256	0.0023083796780453136	0.00010675238353590346	-0.03816375787005999	0.038163757870059996
Cytoplasm_Texture_Correlation_Mitochondria_3_01_256	0.0020283971216347174	5.553222809865645e-05	-0.04243898782299794	0.04243898782299794
Cytoplasm_Texture_Correlation_Mitochondria_3_02_256	0.0020297099335340185	4.549815164704381e-05	-0.04362528770949256	0.04362528770949256
Cytoplasm_Texture_Correlation_Mitochondria_3_03_256	0.0008257355101298769	7.97034765872204e-05	-0.019807067575895475	0.019807067575895475
Cytoplasm_Texture_Correlation_PM_3_00_256	0.0022457885173637893	-8.877703119098607e-06	-0.0497467342460431	0.0497467342460431
Cytoplasm_Texture_Correlation_PM_3_01_256	0.0013889022880813062	-4.234818772485615e-05	-0.03962045457416943	0.03962045457416943
Cytoplasm_Texture_Correlation_PM_3_02_256	0.0026238972894103707	-3.3728059471271155e-05	-0.053921605723746796	0.05392160572374679
Cytoplasm_Texture_Correlation_PM_3_03_256	0.0006042212116380563	-6.633103748605491e-05	-0.0229721606433922	0.0229721606433922
Cytoplasm_Texture_DifferenceEntropy_ER_3_00_256	0.020163035895529036	0.0004636437557477198	0.08385695079682898	-0.08385695079682898
Cytoplasm_Texture_DifferenceEntropy_Hoechst_3_02_256	0.05122409261124938	0.0003017321404762739	-0.2122624128139119	0.2122624128139119
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_00_256	0.1048804954420397	0.0013738578633229067	0.03084501104857716	-0.03084501104857716
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_01_256	0.10208162467109805	0.0013529132429891233	0.023262367334781875	-0.023262367334781875
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_02_256	0.11706445295411683	0.0014444323438671507	0.02567117795090322	-0.02567117795090322
Cytoplasm_Texture_DifferenceEntropy_Mitochondria_3_03_256	0.0979869100693902	0.001311241859070839	0.0038313493028972407	-0.003831349302897241
Cytoplasm_Texture_DifferenceEntropy_PM_3_00_256	0.03372728874199282	0.0006123336441574937	-0.08730045604995298	0.08730045604995298
Cytoplasm_Texture_DifferenceEntropy_PM_3_02_256	0.04248855345267055	0.0007145315627414467	-0.08620626277161544	0.08620626277161544
Cytoplasm_Texture_DifferenceEntropy_PM_3_03_256	0.039421682283442006	0.0006185502124560248	-0.1095475569428572	0.10954755694285719
Cytoplasm_Texture_DifferenceVariance_Actin_3_01_256	0.33692511138327974	-0.0019222189566679242	-0.2242615909463841	0.22426159094638412
Cytoplasm_Texture_DifferenceVariance_ER_3_01_256	0.028797703533244956	-0.0005145479330591276	-0.06685663517827116	0.06685663517827117
Cytoplasm_Texture_DifferenceVariance_ER_3_03_256	0.026189066185401844	-0.00048370542948713034	-0.05879778713053896	0.05879778713053896
Cytoplasm_Texture_DifferenceVariance_Hoechst_3_02_256	0.08310045599200888	-0.0001288968828419736	0.27926738794679096	-0.27926738794679096
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_00_256	0.07947587794102795	-0.0010911020809306364	-0.07494771284803625	0.07494771284803627
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_01_256	0.07069422288887406	-0.0010313114549578685	-0.06455123363267401	0.06455123363267401
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_02_256	0.08220657786902186	-0.001095468641992068	-0.0714105085012111	0.0714105085012111
Cytoplasm_Texture_DifferenceVariance_Mitochondria_3_03_256	0.06748980540660954	-0.0009984097618932727	-0.05495333504932069	0.0549533350493207
Cytoplasm_Texture_DifferenceVariance_PM_3_03_256	0.0339858226966937	-0.0005936557168562443	0.05421418229736798	-0.05421418229736798
Cytoplasm_Texture_InfoMeas1_ER_3_00_256	0.021530295797372312	0.0005872779129109412	0.04949827081090244	-0.049498270810902446
Cytoplasm_Texture_InfoMeas1_ER_3_01_256	0.020969121268531787	0.0005932386283437549	0.042704650162569635	-0.042704650162569635
Cytoplasm_Texture_InfoMeas1_ER_3_02_256	0.030122570742287413	0.0007000991503886157	0.0438431874247523	-0.0438431874247523
Cytoplasm_Texture_InfoMeas1_ER_3_03_256	0.018990052603719665	0.0005655346334184755	0.028713932055236327	-0.028713932055236323
Cytoplasm_Texture_InfoMeas1_Hoechst_3_00_256	0.024589801107865794	0.00037946122244929536	0.14545740714081618	-0.1454574071408162
Cytoplasm_Texture_InfoMeas1_Hoechst_3_01_256	0.012690129102924996	0.00023311568765122187	0.10580157588037656	-0.10580157588037657
Cytoplasm_Texture_InfoMeas1_Hoechst_3_02_256	0.025626962010935506	0.0004317662153137894	0.14208656436588168	-0.14208656436588168
Cytoplasm_Texture_InfoMeas1_Hoechst_3_03_256	0.01173365416814931	0.0002541937795910875	0.09818404418898108	-0.09818404418898108
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_00_256	0.020185186801355948	0.0005718140248344775	0.06318586080152809	-0.06318586080152809
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_01_256	0.01749887272107009	0.00053393491458519	0.05831516911568316	-0.05831516911568316
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_02_256	0.029862625247029984	0.0007095274598352983	0.06311465572109075	-0.06311465572109075
Cytoplasm_Texture_InfoMeas1_Mitochondria_3_03_256	0.012184580228698394	0.0004611812708909038	0.031554507378312176	-0.031554507378312176
Cytoplasm_Texture_InfoMeas1_PM_3_00_256	0.021227422431345233	0.0006147491423032572	0.028638760066583446	-0.028638760066583446
Cytoplasm_Texture_InfoMeas1_PM_3_01_256	0.023364475801072926	0.0006390811846039248	0.014661304098987634	-0.014661304098987636
Cytoplasm_Texture_InfoMeas1_PM_3_02_256	0.031989270837887385	0.0007499954980681211	0.027135409536197412	-0.02713540953619741
Cytoplasm_Texture_InfoMeas1_PM_3_03_256	0.0255007326706278	0.000652642000321236	-0.011017395585105243	0.011017395585105243
Cytoplasm_Texture_InfoMeas2_ER_3_00_256	5.641989746096865e-05	-3.59516535095015e-06	0.006979957011765974	-0.006979957011765974
Cytoplasm_Texture_InfoMeas2_ER_3_01_256	0.0004519854951512414	-4.8899145241479414e-05	0.014511970533491982	-0.014511970533491984
Cytoplasm_Texture_InfoMeas2_ER_3_02_256	0.0003808813880319395	-4.2420824328909464e-05	0.014146873957152417	-0.014146873957152417
Cytoplasm_Texture_InfoMeas2_ER_3_03_256	0.0005835173075554589	-4.9293719285444185e-05	0.018441247612365926	-0.018441247612365926
Cytoplasm_Texture_InfoMeas2_Hoechst_3_00_256	0.05036284630367882	0.00026510084832634075	-0.20166061668213714	0.20166061668213714
Cytoplasm_Texture_InfoMeas2_Hoechst_3_01_256	0.03978707346741661	0.0002511025607493979	-0.1699629670166802	0.1699629670166802
Cytoplasm_Texture_InfoMeas2_Hoechst_3_02_256	0.05129066964396645	0.00026458931045800373	-0.20373985536881434	0.20373985536881437
Cytoplasm_Texture_InfoMeas2_Hoechst_3_03_256	0.03683639763802171	0.00025635623812055876	-0.16269622970477637	0.16269622970477637
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_00_256	0.00821079342684461	0.0003474536985002213	-0.017059028027349314	0.017059028027349314
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_01_256	0.008028220265371977	0.00033872652712533445	-0.016991909158432697	0.016991909158432697
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_02_256	0.005684626610041099	0.00028814017021951106	-0.01679004693632843	0.01679004693632843
Cytoplasm_Texture_InfoMeas2_Mitochondria_3_03_256	0.008467283266765269	0.00036769301116774885	-0.0002689899778475511	0.0002689899778475511
Cytoplasm_Texture_InfoMeas2_PM_3_00_256	0.003543008839965167	8.900894742085993e-05	-0.053794894952706465	0.05379489495270646
Cytoplasm_Texture_InfoMeas2_PM_3_01_256	0.0024129582281346984	4.3204177822171825e-05	-0.04743244548536191	0.04743244548536191
Cytoplasm_Texture_InfoMeas2_PM_3_02_256	0.003559454284964736	6.890454834991817e-05	-0.056404805838758926	0.056404805838758926
Cytoplasm_Texture_InfoMeas2_PM_3_03_256	0.0009787796965711193	9.120186072683665e-06	-0.03158987437342221	0.03158987437342221
Cytoplasm_Texture_InverseDifferenceMoment_Actin_3_02_256	0.415038657845864	-0.002418463035416504	-0.34538596852344033	0.34538596852344033
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_00_256	0.042082419068274146	-0.0006992183079613166	-0.1056394729789327	0.10563947297893271
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_01_256	0.04757822805692835	-0.0007429065824866558	-0.10708578752344425	0.10708578752344425
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_02_256	0.052023838431829006	-0.0007923804683649211	-0.10586361137107006	0.10586361137107007
Cytoplasm_Texture_InverseDifferenceMoment_ER_3_03_256	0.04218049196948692	-0.0007191538638293405	-0.08738834602693045	0.08738834602693045
Cytoplasm_Texture_InverseDifferenceMoment_Hoechst_3_02_256	0.013753951484018367	-0.00021701914963668446	0.10156505935952073	-0.10156505935952073
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_00_256	0.15163267845462347	-0.0016351100086015597	-0.055907671980123946	0.055907671980123946
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_01_256	0.15866472316508473	-0.0016551627322921967	-0.05015463252741649	0.05015463252741649
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_02_256	0.1720197226678596	-0.0017334519944187548	-0.05239247510190066	0.05239247510190066
Cytoplasm_Texture_InverseDifferenceMoment_Mitochondria_3_03_256	0.15024387107698456	-0.001597090894738701	-0.02109376687974652	0.021093766879746522
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_00_256	0.046463085082652844	-0.0007665706306977852	0.07935656589665216	-0.07935656589665217
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_01_256	0.05443677768345678	-0.0008215140991217416	0.08711656794531583	-0.08711656794531583
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_02_256	0.0611017534918149	-0.0008931538250667805	0.08136033160564483	-0.08136033160564483
Cytoplasm_Texture_InverseDifferenceMoment_PM_3_03_256	0.056208374085961466	-0.0007977773730895463	0.10329576159919357	-0.10329576159919357
Cytoplasm_Texture_SumEntropy_ER_3_01_256	0.02099045562681856	0.0004857447168446866	0.08724419109326141	-0.08724419109326141
Cytoplasm_Texture_SumEntropy_PM_3_01_256	0.03605114396384279	0.0007107069741742506	-0.04798061833440306	0.04798061833440306
Cytoplasm_Texture_SumVariance_ER_3_01_256	0.0025229394520024373	-9.380402755445867e-05	0.04631268562811548	-0.04631268562811548
Cytoplasm_Texture_SumVariance_Hoechst_3_00_256	0.028421087797703692	-0.0002703046665921325	-0.18374765040661317	0.18374765040661317
